title,price,availability,rating,category,image_path,id
Walk the Edge (Thunder Road #2),32.36,In stock,Three,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/612ce7fa4cbee472392ce8721a4e863e.jpg,784
Two Boys Kissing,32.74,In stock,Two,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/53bd80b1fc1914f418dc31a9d6571cb1.jpg,785
The New Guy (and Other Senior Year Distractions),44.92,In stock,Three,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d89dc869d5ea1462fd746ac6de97583f.jpg,786
"The Land of 10,000 Madonnas",29.64,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ae93b007df22c99ea2ff2f907b06663e.jpg,787
Scarlet (The Lunar Chronicles #2),14.57,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b65c3622c0da689990fd1d7f1a0b826c.jpg,788
Legend (Legend #1),43.69,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,789
Lady Renegades (Rebel Belle #3),53.04,In stock,Five,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d2c259e13fe3097325549a14f996b462.jpg,790
Golden (Heart of Dread #3),42.21,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/392fedbcda7bf8f968d5e6643ea5545f.jpg,791
Cinder (The Lunar Chronicles #1),26.09,In stock,One,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4ed2ec75df84ba1093fc4141b29abab3.jpg,792
Boy Meets Boy,21.12,In stock,Three,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0baceb72d202880d1441a32193df6e11.jpg,793
Annie on My Mind,36.83,In stock,Five,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/88baf408218bf1e31626211da4329c6b.jpg,794
New Moon (Twilight #2),12.86,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5a1fa3ec68add137878b42243813263d.jpg,795
Girl Online On Tour (Girl Online #2),53.47,In stock,One,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e0221ab11b1d093a2d03927b4962c544.jpg,796
The Haters,27.89,In stock,Five,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4ce9f937ac784ae0b377bcbf2a38a8b2.jpg,797
The Art of Not Breathing,40.83,In stock,Four,Young Adult,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3726bb1bf30241b6d6f8c8488ad70989.jpg,798
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,In stock,Four,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d48d5122a15347e9fe2b15ad354d69bf.jpg,799
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,In stock,Five,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/261c4eaf957ae4aacf2229b482e76dbe.jpg,800
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,In stock,Four,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/68caaf9ac41964d5167a3eb67c638393.jpg,801
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,In stock,One,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5697f2f8f628129df01c5790985ffd9b.jpg,802
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,In stock,One,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5e7f7d9913d4c95d33904770c518d537.jpg,803
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,In stock,One,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/334fd0ebdf0c0192baf5914d199c53b5.jpg,804
The Origin of Species,10.01,In stock,Four,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/da0d13699a090516502257a4d7da623f.jpg,805
The Grand Design,13.76,In stock,Three,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/08a957eb34f8047862e225774c3bdde2.jpg,806
Peak: Secrets from the New Science of Expertise,16.28,In stock,Two,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/83ab65f938b24fa1a9cb47235be49b57.jpg,807
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,In stock,Four,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/69c83860995cde393dbe6690ec3f1d4f.jpg,808
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,In stock,Five,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f969969428b505970a46272fdcea00d3.jpg,809
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,In stock,Two,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f8bcd489d33473e0819beaecccd5ebac.jpg,810
Seven Brief Lessons on Physics,30.6,In stock,Four,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c863c222c130a1bc8685a1242dd2523d.jpg,811
The Selfish Gene,29.45,In stock,One,Science,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0814f26516fb72b7391d0a742b5928a2.jpg,812
A Light in the Attic,51.77,In stock,Three,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/2cdad67c44b002e7ead0cc35693c0e8b.jpg,813
The Black Maria,52.15,In stock,One,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5846057e28022268153beff6d352b06c.jpg,814
Shakespeare's Sonnets,20.66,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/1048f63d3b5061cd2f424d20b3f9b666.jpg,815
Olio,23.88,In stock,One,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/553310a7162dfbc2c6d19a84da0df9e1.jpg,816
You can't bury them all: Poems,33.63,In stock,Two,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e9203b733126c4a0832a1c7885dc27cf.jpg,817
Slow States of Collapse: Poems,57.31,In stock,Three,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/72417db983862010ef0c1a25de98c7d7.jpg,818
Untitled Collection: Sabbath Poems 2014,14.27,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f93b4a650f03a5d21f2436d7813f42c2.jpg,819
Poems That Make Grown Women Cry,14.19,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/386468a8c3e6b880664bf7885bf6f726.jpg,820
Night Sky with Exit Wounds,41.05,In stock,One,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/2554431c797ec725eea50b3f8a83758c.jpg,821
salt.,46.78,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3f4160ada0b16e3c64cd2d0dffe781c8.jpg,822
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c8f297fab080ddd02b3ed5c17b83af85.jpg,823
Out of Print: City Lights Spotlight No. 14,53.64,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/93d5c64abfad9ed6a0cb2e26f19f1a1e.jpg,824
Les Fleurs du Mal,29.04,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/365b3ab7ab72a6258873716aef6d5c1a.jpg,825
Howl and Other Poems,40.45,In stock,Two,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b7293f602efb0c17e305077f8175888a.jpg,826
Leave This Song Behind: Teen Poetry at Its Best,51.17,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/31c7c5ce7b04d227aa36ecb250b9dad5.jpg,827
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7e934132cd03486649fb492fe702f704.jpg,828
The Crossover,38.77,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/9f351ca1978128c60a3b7f85987075b3.jpg,829
Booked,17.49,In stock,Five,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8f46bb13feb3a4440a27dfcf688fbaa6.jpg,830
Twenty Love Poems and a Song of Despair,30.95,In stock,Four,Poetry,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/dfab1d94f9190df7c13b63a093a6d16e.jpg,831
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,In stock,One,Paranormal,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4b972f89c11900ac0e84726d1f07bfcc.jpg,832
Wall and Piece,44.18,In stock,Four,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a5416b9646aaa7287baa287ec2590270.jpg,833
Feathers: Displays of Brilliant Plumage,49.05,In stock,Three,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f2ee668cf593ff13a9560c2801e9c2a2.jpg,834
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,In stock,Four,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ef80e6100214c486562a73ce76444826.jpg,835
The New Drawing on the Right Side of the Brain,43.02,In stock,Three,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6a55ccd4bc2383f5fe915fbef8bd5a23.jpg,836
History of Beauty,10.29,In stock,Four,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/58a634c3231b5380544cc330536cb5ea.jpg,837
The Story of Art,41.14,In stock,Four,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/bb364a10868756d1c0877c928b43b533.jpg,838
The Art Book,32.34,In stock,Two,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/99511f4da1a4a2114e2ed12e6ba17b65.jpg,839
Ways of Seeing,39.51,In stock,Five,Art,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,840
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,In stock,One,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a6c8256b123493472591c5855c7de704.jpg,841
The Golden Condom: And Other Essays on Love Lost and Found,39.43,In stock,One,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/dc4d070e33813a07a4e02f069e6d482f.jpg,842
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,In stock,Three,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/eea9e831f8964b4dc0190c84a1f9a1f6.jpg,843
An Unquiet Mind: A Memoir of Moods and Madness,21.3,In stock,Three,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/002924b764dc367dcaa3486fa4c0aa0b.jpg,844
"Thinking, Fast and Slow",21.14,In stock,One,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b4a56663d56f1e84ee1b15bd819563cc.jpg,845
Civilization and Its Discontents,59.95,In stock,Two,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4da6939a6bbd895a5acdeabad46d1f9f.jpg,846
8 Keys to Mental Health Through Exercise,31.04,In stock,One,Psychology,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b844a77409f1d53cbb66148820abc217.jpg,847
The Argonauts,10.93,In stock,Two,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0a1567cd04a6582d333db71337b4e2a6.jpg,848
M Train,27.18,In stock,One,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d6e8258cee98f80727e99f7ac5aa1b88.jpg,849
Lab Girl,40.85,In stock,One,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e972f8b4abaaa6f8f449479cd9d87be3.jpg,850
Approval Junkie: Adventures in Caring Too Much,58.81,In stock,Five,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/17aacb738eace89a635a4eb47a94c11d.jpg,851
Running with Scissors,12.91,In stock,Four,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/66c7a1537c8901e1e4ec217d1956bae8.jpg,852
Me Talk Pretty One Day,57.6,In stock,Two,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/989fe700e9e6bdec4fc3217daa5b7df3.jpg,853
Lust & Wonder,11.87,In stock,Two,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,854
Life Without a Recipe,59.04,In stock,Five,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,855
A Heartbreaking Work of Staggering Genius,54.29,In stock,Five,Autobiography,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7a587c5814f33c0c54e8bfa0ef66d690.jpg,856
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,In stock,Two,Parenting,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7d0bb832760e81c281d8d283ba6a2b09.jpg,857
Fifty Shades Freed (Fifty Shades #3),15.36,In stock,Five,Adult Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/18d8e02c75c2ef23556c9746fae57e43.jpg,858
The Long Haul (Diary of a Wimpy Kid #9),44.07,In stock,One,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/46bdee520b8136972262fd040533772d.jpg,859
Old School (Diary of a Wimpy Kid #10),11.83,In stock,Five,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/df5d172abe87deda6d533e3e908d27d8.jpg,860
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,In stock,Four,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg,861
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,In stock,Five,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b5a90d1c36a96513942f006345ace3d2.jpg,862
Dress Your Family in Corduroy and Denim,43.68,In stock,Three,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/df1418baa09e00b877be35066084c9dc.jpg,863
Toddlers Are A**holes: It's Not Your Fault,25.55,In stock,One,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4c3041def6f29659e009f61e45e492b0.jpg,864
When You Are Engulfed in Flames,30.89,In stock,Five,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/733662595aede2dff1a5be1e76a3b936.jpg,865
Naked,31.69,In stock,Three,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e71268a559d73826aa64151d47357a12.jpg,866
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,In stock,Five,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a10370da29e4ba78c7a75a14041eae0e.jpg,867
Holidays on Ice,51.07,In stock,Two,Humor,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4b9a2a6d4c995e12fe216f6173a582be.jpg,868
Security,39.25,In stock,Two,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/dadfac66a89774b46b10225362724c83.jpg,869
Follow You Home,21.36,In stock,One,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a74b35375ce874153fd352e33bc7bac9.jpg,870
The Loney,23.4,In stock,One,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6d10387a0175701d4ff456a0c7eee67b.jpg,871
Pet Sematary,10.56,In stock,Three,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7a72465b21dbf998323e37b31f9a3f4a.jpg,872
Doctor Sleep (The Shining #2),40.12,In stock,Two,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/55bfc858c1cb19867e41415532ae43c6.jpg,873
Psycho: Sanitarium (Psycho #1.5),36.97,In stock,Five,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/025c30a378e2a4190e84f1429e81b803.jpg,874
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,In stock,One,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0b2f432cc27132f688fcdf29618521e0.jpg,875
Red Dragon (Hannibal Lecter #1),23.37,In stock,Three,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3066f8bcd2e2ed6b45084355ff084a61.jpg,876
Dracula the Un-Dead,35.63,In stock,Five,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/13fffcde653948339d3427184b7bd0b5.jpg,877
Night Shift (Night Shift #1-20),12.75,In stock,Four,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c0029d48c2588e6d2a6a31c9f96088ba.jpg,878
Needful Things,47.51,In stock,Four,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/2de0eff716ca13d12cf5420e88e1a8b3.jpg,879
Misery,34.79,In stock,Two,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7c9302e392e128881e926d19f761da33.jpg,880
It,25.01,In stock,Three,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f7b73392b12909a1e8261ef3f96c5fd1.jpg,881
'Salem's Lot,49.56,In stock,Four,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/eed3afc5e444e3da5eec34e2b0036ec7.jpg,882
The Stand,57.86,In stock,Two,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3a7c2393061031e7911d7b533b723391.jpg,883
The Girl with All the Gifts,49.47,In stock,Three,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/41c74d82b853606fe98182c417b4669c.jpg,884
House of Leaves,54.89,In stock,One,Horror,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/142563ccee483bc07632f9c083a68326.jpg,885
Sapiens: A Brief History of Humankind,54.23,In stock,Five,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,886
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,In stock,One,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4a3b055f9e378a95fedbef55e7bab7ce.jpg,887
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,In stock,One,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg,888
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,In stock,Two,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6444dacdcb9edaadbbd691524622aeb8.jpg,889
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,In stock,One,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/974709d437b08e74649b5744471bf472.jpg,890
Zealot: The Life and Times of Jesus of Nazareth,24.7,In stock,Three,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3d6003fc37b842a07c2dbe28e47448e1.jpg,891
A Distant Mirror: The Calamitous 14th Century,14.58,In stock,Three,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/41d5fa6a81cdbcbe6b0b15757a4c9144.jpg,892
1491: New Revelations of the Americas Before Columbus,21.8,In stock,Three,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8875f384ce9103281b7f6e86a2b8204d.jpg,893
Brilliant Beacons: A History of the American Lighthouse,11.45,In stock,Three,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/56cb66d73fb438d64af14dce8bd8b22b.jpg,894
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,In stock,Five,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/11af7fbd6aec06a75fe207fae92b17e0.jpg,895
A Short History of Nearly Everything,52.4,In stock,Five,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3cf646523ff7fb8647c500d6325cfcaf.jpg,896
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,In stock,Two,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e102cefae5bb523bc67eb6b49bc18b5d.jpg,897
Catherine the Great: Portrait of a Woman,58.55,In stock,Four,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/72f13b8f069d3a018d2c378be5a1de20.jpg,898
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,In stock,Five,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f26457d65a03b2636c4bcc7c318f7346.jpg,899
The Hiding Place,55.91,In stock,Four,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/cf187c1dc5575fcbbf49c58024146c4b.jpg,900
America's War for the Greater Middle East: A Military History,51.22,In stock,Two,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/eb178eceef1e9290591cabd5155571a3.jpg,901
The Guns of August,14.54,In stock,Two,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/06c897070611b78b80a37333cbb7851c.jpg,902
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,In stock,Two,History,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/43fda1db93163d67705264dcfa98aaa5.jpg,903
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,In stock,Three,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/9f59f01fa916a7bb8f0b28a4012179a4.jpg,904
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,In stock,One,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b7f4843dbe062d44be1ffcfa16b2faa4.jpg,905
My Paris Kitchen: Recipes and Stories,33.37,In stock,Two,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f565af3d9dd20a1ad72a1e7c4157387d.jpg,906
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,In stock,Four,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/10c61093002db1fec4089d8076678624.jpg,907
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,In stock,One,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/98d1c979c4bac9e147a6718946578b0f.jpg,908
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,In stock,Five,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/61bdfe3950643c47d70c37c4123530f3.jpg,909
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,In stock,Two,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0d1f3f934460f5a50aaa8c366641234c.jpg,910
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,In stock,One,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/54899b4584e941ceced511d81092c88a.jpg,911
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,In stock,Three,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/20f28657b49f8cb24ed2ec6448bb6df3.jpg,912
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,In stock,Three,Food and Drink,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c4dcec6f513eaca3f0f3c748d834c46d.jpg,913
